X,Y,Z,t
0.045,-0.05,-0.022,9
0.04,-0.01,-0.02,21
0.036,-0.009,0.05,17
0.032,-0.008,0.01,33
0.064,-0.007,-0.024,8
0.057,-0.007,0.012,22
0.017,0.028,0.045,8
0.015,0.059,0.04,32
-0.02,0.053,0.036,19
-0.018,0.048,-0.001,21
-0.016,0.078,-0.001,9
-0.049,0.035,-0.001,30
-0.078,0.032,0.0,19
-0.105,-0.005,-0.035,12
-0.06,-0.004,-0.031,20
-0.088,-0.004,-0.063,21
-0.079,-0.038,-0.056,8
-0.106,-0.034,-0.051,22
-0.061,-0.065,-0.045,7
-0.055,-0.024,-0.041,22
-0.084,-0.022,-0.002,20
-0.041,-0.019,-0.002,30
-0.002,0.016,0.032,8
-0.002,0.014,-0.005,32
-0.002,0.047,0.029,41
0.032,0.043,-0.007,28
0.029,0.073,0.027,9
0.026,0.031,0.024,32
0.023,0.028,-0.012,41
0.021,0.025,0.023,8
-0.015,-0.011,0.021,31
0.02,-0.01,-0.015,20
0.018,-0.043,0.02,30
-0.017,-0.073,0.018,29
-0.015,-0.066,-0.017,20
0.02,-0.025,-0.016,21
-0.016,0.011,-0.014,8
0.019,0.01,-0.013,22
-0.016,0.009,0.022,8
-0.015,0.042,-0.013,31
0.02,0.038,-0.012,21
-0.015,0.034,0.023,19
-0.014,-0.003,-0.013,31
0.021,-0.037,-0.012,9
-0.014,-0.033,-0.045,21
-0.013,-0.03,-0.006,8
-0.012,-0.027,0.028,72
-0.01,0.009,0.025,31
0.024,0.008,0.023,7
-0.012,0.008,0.02,52
-0.01,0.041,-0.015,50
-0.009,0.003,-0.014,30
-0.008,0.037,-0.012,30
-0.042,0.033,-0.011,50
-0.038,-0.004,0.024,20
0.0,-0.003,-0.012,8
-0.034,-0.003,-0.011,31
0.003,-0.003,-0.01,20
0.037,-0.037,-0.009,41
0.033,0.0,0.026,19
-0.003,0.0,-0.01,111
0.03,0.0,0.024,19
-0.006,-0.033,-0.012,10
-0.006,0.004,0.023,21
-0.005,0.003,-0.013,49
-0.004,0.003,0.022,31
-0.004,0.002,-0.014,8
0.03,0.002,-0.012,71
0.027,0.002,0.022,10
0.024,-0.032,0.02,20
0.022,0.005,0.018,10
0.02,0.004,-0.017,51
0.018,0.004,0.018,28
0.016,0.003,-0.017,22
0.014,0.003,0.018,20
0.013,0.003,-0.017,8
0.011,0.002,0.018,21
-0.023,0.002,0.016,10
0.013,0.002,-0.019,21
-0.022,0.002,-0.017,29
0.014,0.001,-0.015,10
0.012,0.001,0.02,51
-0.023,0.001,0.018,49
-0.02,0.001,-0.018,21
-0.018,-0.033,-0.016,9
-0.016,0.004,-0.014,20
-0.015,0.004,0.021,31
-0.013,0.003,-0.015,21
-0.012,0.003,0.02,6
-0.011,0.002,-0.015,23
-0.009,0.002,0.02,30
0.025,0.002,-0.016,8
0.022,0.002,0.019,32
0.02,0.001,-0.016,19
0.018,0.001,0.019,20
0.016,-0.032,0.017,10
0.015,0.004,-0.018,31
0.013,0.004,0.017,21
0.012,0.003,-0.018,28
0.01,0.003,0.017,21
0.009,0.003,-0.018,30
0.008,0.002,0.017,8
0.008,0.002,-0.018,22
0.007,0.036,0.017,19
0.006,-0.001,0.016,10
0.005,-0.001,-0.019,19
0.005,-0.001,0.016,11
0.004,0.0,-0.019,31
0.004,0.0,0.016,38
0.003,0.0,-0.019,11
0.003,0.0,0.017,31
0.003,0.0,-0.019,69
0.002,0.0,0.017,9
0.002,0.0,-0.018,22
0.002,0.0,0.017,8
0.002,0.0,-0.018,71
0.001,0.0,0.017,10
-0.032,0.0,0.015,20
0.004,0.0,0.014,10
-0.03,0.0,-0.021,22
0.007,0.0,-0.019,18
0.006,0.0,0.016,30
0.006,0.0,-0.019,10
0.005,0.0,0.017,22
0.004,0.0,0.049,18
0.004,0.0,0.01,10
0.003,0.0,-0.025,32
0.003,0.0,0.011,19
0.003,0.0,-0.023,59
0.002,0.0,0.013,50
0.002,0.034,0.011,10
-0.032,-0.003,0.01,21
0.005,-0.003,0.009,19
0.004,-0.002,-0.025,10
0.004,-0.037,-0.023,31
0.004,-0.033,0.013,19
0.003,0.004,0.012,20
0.003,0.038,0.045,10
-0.031,0.034,0.006,21
-0.028,0.031,-0.028,29
-0.025,0.028,0.008,10
-0.022,0.025,0.042,21
-0.02,-0.011,0.003,19
0.015,-0.01,-0.031,9
0.048,-0.009,-0.028,22
0.043,-0.043,-0.025,8
0.039,-0.038,0.011,21
0.035,-0.069,0.01,10
0.031,-0.027,0.009,31
-0.005,-0.025,0.008,70
-0.005,0.011,0.007,8
-0.004,0.045,-0.027,42
-0.038,0.04,0.009,8
0.0,0.036,-0.025,22
-0.034,0.067,-0.023,8
-0.031,0.026,0.013,22
0.006,0.023,0.012,29
-0.028,0.021,0.011,20
-0.025,-0.015,-0.024,9
-0.023,-0.013,0.012,21
0.013,-0.046,0.011,59
0.012,-0.007,-0.024,20
0.045,-0.006,-0.022,11
0.006,-0.006,-0.019,21
0.005,-0.005,0.016,8
0.039,-0.039,0.014,22
0.035,-0.001,0.013,19
-0.002,-0.001,0.012,31
0.032,0.0,0.01,8
-0.005,0.0,-0.024,22
-0.004,0.0,0.012,20
-0.004,0.0,0.045,8
-0.003,0.0,0.006,22
-0.003,0.0,-0.028,8
-0.003,0.0,0.008,21
-0.002,0.034,0.007,10
-0.002,-0.003,-0.027,20
-0.002,-0.003,0.009,20
-0.002,-0.003,-0.025,41
-0.001,-0.002,0.011,50
-0.001,-0.002,0.044,59
-0.001,-0.002,-0.028,21
0.033,0.032,-0.025,29
-0.004,0.029,0.011,21
-0.004,0.026,0.044,8
-0.038,-0.01,0.005,21
0.0,-0.009,-0.029,10
0.0,-0.008,0.008,21
0.0,-0.007,-0.027,18
-0.034,-0.007,0.009,31
-0.031,-0.04,0.008,11
-0.027,-0.002,-0.026,20
-0.025,-0.002,0.01,8
0.011,-0.001,0.009,22
0.01,-0.001,-0.025,20
0.044,-0.001,0.011,8
0.039,0.033,0.01,31
0.035,0.029,0.043,28
0.032,0.026,0.004,21
-0.005,0.024,0.004,51
-0.039,0.021,0.003,9
-0.001,-0.014,-0.031,22
0.0,0.021,-0.027,19
0.0,-0.015,-0.025,10
-0.035,0.02,-0.022,21
-0.031,-0.016,-0.02,9
-0.028,-0.014,0.016,21
-0.025,-0.047,-0.019,39
0.011,-0.042,-0.017,21
0.01,-0.003,0.018,19
-0.025,0.03,0.016,10
-0.022,0.062,0.014,30
-0.02,0.021,0.013,19
-0.018,0.053,0.012,11
0.017,0.048,-0.023,21
0.016,0.009,0.013,19
-0.019,0.008,0.011,10
0.016,0.007,0.01,21
0.014,-0.027,0.009,30
0.047,-0.025,-0.025,19
0.008,-0.022,0.011,9
0.007,-0.054,0.044,32
0.041,-0.014,0.04,20
0.037,-0.013,0.001,19
0.033,0.022,0.001,40
-0.004,-0.014,0.001,21
-0.003,0.021,-0.033,29
-0.003,0.019,0.004,10
-0.003,0.017,-0.03,20
-0.002,0.015,0.007,19
-0.037,-0.02,0.006,11
-0.033,0.016,-0.028,21
0.004,-0.019,0.008,9
0.004,-0.017,0.042,149
0.003,-0.016,0.003,11
0.003,0.02,0.003,21
0.037,0.018,-0.031,8
0.0,0.016,-0.028,21
0.0,0.014,0.008,10
0.0,-0.021,0.042,40
0.0,-0.019,0.003,10
0.033,-0.017,-0.031,20
-0.003,-0.015,-0.027,10
-0.003,-0.014,0.009,21
-0.003,-0.012,-0.026,60
-0.002,-0.011,0.01,29
-0.037,-0.01,0.009,41
-0.033,0.025,0.008,8
-0.03,-0.011,0.007,22
-0.027,-0.01,-0.027,8
-0.024,0.024,-0.024,21
-0.021,-0.011,-0.022,10
-0.054,-0.01,0.014,22
-0.048,-0.009,-0.021,18
-0.009,-0.008,0.015,30
-0.008,-0.007,0.048,10
-0.007,-0.007,0.008,21
-0.006,-0.04,0.008,20
-0.006,-0.002,0.041,9
0.028,-0.002,0.003,21
0.06,-0.001,0.002,8
0.054,0.032,0.002,31
0.083,0.029,0.002,30
0.04,0.026,0.001,19
0.036,-0.01,0.001,61
0.032,-0.009,-0.032,51
-0.004,-0.008,0.004,20
-0.004,-0.007,-0.03,30
-0.003,-0.006,0.007,19
-0.003,0.028,0.006,11
-0.037,0.025,-0.028,20
0.0,0.022,0.008,8
0.0,0.02,-0.026,22
-0.033,0.018,0.01,8
-0.065,-0.017,0.044,32
-0.058,-0.016,0.005,19
-0.052,-0.014,-0.029,31
-0.012,-0.012,-0.026,19
-0.011,0.022,0.01,10
-0.01,-0.013,0.009,31
-0.009,0.021,0.008,20
0.025,0.019,-0.026,19
-0.011,-0.016,0.01,41
-0.009,-0.015,-0.025,50
0.025,-0.013,-0.022,19
0.057,0.022,-0.02,31
0.051,0.02,0.016,20
0.046,-0.016,0.014,8
0.041,0.019,0.012,22
0.072,0.017,0.011,29
0.03,0.015,0.01,10
-0.007,0.014,0.043,21
-0.006,-0.021,0.005,19
0.028,-0.053,0.004,10
0.025,-0.014,-0.03,21
-0.011,-0.012,0.007,9
-0.079,-0.045,0.04,21
-0.071,-0.041,0.002,8
-0.029,-0.002,0.002,22
-0.026,-0.002,-0.032,20
-0.023,0.032,0.005,8
-0.021,0.029,-0.029,22
-0.019,-0.008,0.007,8
-0.017,0.027,-0.027,22
-0.015,0.024,0.009,20
-0.014,0.056,0.008,8
-0.012,0.05,-0.026,22
-0.011,0.011,-0.024,29
0.024,0.044,-0.021,31
-0.012,0.005,-0.019,18
-0.011,0.005,0.016,11
-0.01,0.004,0.049,20
-0.009,-0.03,0.01,11
-0.008,-0.027,-0.025,20
0.026,0.009,-0.022,8
-0.01,0.043,-0.02,22
-0.009,0.004,0.016,19
-0.008,-0.03,-0.019,12
-0.041,-0.027,-0.052,18
-0.037,0.009,-0.012,10
0.0,0.043,-0.011,21
0.034,0.039,0.024,20
0.065,0.0,0.021,8
0.093,-0.033,0.019,22
0.118,0.003,0.017,8
0.141,0.003,0.05,21
0.127,-0.031,0.079,10
0.114,-0.028,0.037,31
0.068,0.009,0.033,40
-0.007,0.008,0.064,9
-0.075,0.007,0.023,19
-0.102,0.006,0.021,11
-0.126,0.006,-0.015,21
-0.148,0.039,-0.048,20
-0.168,0.001,-0.043,8
-0.185,0.001,-0.073,22
-0.167,0.001,-0.1,8
-0.15,0.001,-0.056,22
-0.1,0.035,-0.05,29
-0.056,-0.002,-0.045,21
-0.05,-0.002,-0.006,8
0.023,-0.002,-0.005,20
0.089,-0.001,0.029,32
0.08,-0.001,0.06,19
0.107,-0.001,0.054,10
0.131,-0.001,0.049,20
0.152,0.033,0.078,10
0.137,-0.004,0.07,20
0.123,-0.038,0.063,9
0.111,0.0,0.022,22
0.1,0.0,-0.013,30
0.021,0.0,-0.012,20
-0.015,0.0,-0.011,31
-0.048,0.0,-0.01,7
-0.043,-0.034,-0.009,20
-0.073,0.003,-0.042,11
-0.066,-0.031,-0.072,20
-0.059,-0.028,-0.031,20
-0.088,0.008,-0.027,9
-0.044,0.008,-0.025,22
-0.005,0.007,-0.022,9
-0.005,0.006,0.014,41
0.029,0.005,0.012,28
0.061,-0.029,0.011,41
0.02,0.008,0.01,21
0.018,0.007,0.043,60
0.016,0.006,0.004,19
0.014,-0.028,0.004,10
0.013,0.008,0.003,20
-0.022,0.007,0.003,31
-0.02,-0.027,-0.031,20
-0.018,0.009,-0.028,9
0.018,0.008,-0.025,41
-0.018,0.008,0.011,9
0.018,0.007,0.01,20
0.016,-0.027,0.009,31
0.014,0.009,0.008,18
0.013,0.008,-0.026,32
0.011,0.007,0.01,8
0.01,-0.027,0.009,62
0.009,0.009,0.008,19
-0.025,0.008,0.007,50
0.011,0.007,0.006,31
-0.024,0.006,0.006,20
0.012,0.006,0.005,9
0.011,0.005,-0.029,21
0.01,0.005,0.007,8
0.009,-0.029,0.007,22
0.008,-0.026,0.04,20
0.007,0.01,-0.032,8
0.041,-0.025,-0.028,22
0.037,0.011,0.008,8
-0.001,-0.023,0.007,32
-0.001,-0.021,-0.027,49
-0.035,-0.019,0.009,20
-0.031,0.017,0.008,10
-0.063,0.015,0.007,20
-0.022,0.013,0.006,11
0.014,0.012,-0.028,18
-0.021,0.045,-0.025,11
-0.019,0.006,0.011,21
0.017,0.005,0.01,50
0.015,0.005,0.043,59
0.013,0.004,0.005,21
-0.022,-0.03,0.004,29
0.014,-0.027,0.004,10
0.013,-0.024,-0.03,20
0.011,-0.021,0.006,20
0.045,-0.019,-0.028,41
0.04,0.016,-0.025,20
0.036,0.015,0.011,20
0.032,0.047,0.044,9
0.029,-0.025,0.04,21
0.061,-0.057,0.001,8
0.089,-0.051,0.001,22
0.08,-0.046,0.035,8
0.072,-0.007,0.066,22
0.065,-0.041,0.025,20
0.024,-0.037,-0.011,8
0.056,-0.033,-0.044,22
0.016,-0.03,-0.005,8
0.014,-0.027,0.029,21
-0.021,-0.024,0.026,10
-0.019,-0.021,-0.045,21
-0.017,0.014,-0.04,19
-0.05,0.047,-0.002,10
-0.045,0.008,-0.001,31
-0.04,0.042,-0.001,18
-0.002,0.037,-0.001,52
-0.001,0.0,-0.001,8
-0.001,0.0,0.033,31
-0.035,0.0,0.029,22
0.002,0.0,0.026,19
0.001,0.0,-0.01,8
0.001,-0.034,-0.009,51
-0.032,-0.031,0.026,9
0.004,-0.028,-0.01,21
0.004,0.009,-0.009,20
0.038,0.008,-0.043,10
0.0,0.007,-0.004,20
0.0,0.006,0.03,12
0.0,0.006,-0.007,17
0.0,0.005,-0.04,32
0.0,0.039,-0.002,49
-0.034,-0.033,0.032,10
-0.03,0.004,-0.005,20
0.041,0.003,-0.004,10
0.002,0.003,0.03,40
0.002,-0.031,-0.007,10
0.002,0.006,-0.006,51
-0.032,0.005,0.028,28
-0.063,-0.029,0.06,22
-0.091,-0.026,0.019,9
-0.013,-0.023,-0.085,18
0.022,0.013,-0.111,12
-0.014,0.011,-0.065,21
-0.047,0.045,-0.024,21
-0.042,0.075,0.012,7
-0.038,0.067,0.045,22
0.0,0.06,0.04,30
0.068,0.02,-0.032,20
0.096,-0.016,-0.029,8
0.086,0.019,0.008,22
0.043,-0.016,0.007,8
0.073,-0.049,-0.027,22
0.066,-0.078,-0.024,8
0.059,-0.071,0.012,23
0.019,-0.098,0.01,18
-0.017,-0.054,0.009,41
-0.049,-0.014,0.043,19
-0.044,-0.012,0.004,31
-0.04,0.022,0.004,21
-0.036,0.055,0.003,7
-0.067,0.049,0.037,22
-0.026,0.044,0.0,8
-0.023,0.074,0.0,23
0.013,0.067,0.0,18
-0.022,0.025,0.0,58
0.014,0.023,0.0,10
-0.021,0.021,0.0,50
-0.053,-0.015,0.034,60
-0.048,-0.013,-0.003,20
-0.009,-0.012,-0.037,20
0.026,-0.011,-0.034,31
0.023,-0.01,0.003,9
-0.013,-0.043,0.003,20
0.022,-0.073,0.037,21
0.02,-0.066,0.0,9
0.052,-0.059,0.0,23
0.012,-0.019,0.0,10
-0.022,0.017,0.0,20
-0.054,0.015,0.0,7
-0.049,0.048,0.0,40
-0.044,0.043,-0.034,30
-0.04,0.073,-0.031,10
-0.036,0.031,0.006,23
-0.032,0.063,0.005,9
-0.029,0.022,-0.029,18
-0.026,-0.014,-0.026,22
-0.023,-0.012,0.01,9
0.013,0.022,-0.024,19
0.011,-0.013,-0.022,10
0.045,0.021,0.014,20
0.006,-0.014,0.047,23
0.005,0.021,0.042,11
-0.029,-0.015,0.003,26
0.007,-0.048,-0.03,22
0.007,-0.009,-0.027,8
0.04,0.026,-0.025,20
0.002,0.023,-0.022,24
-0.032,0.021,0.014,10
-0.029,0.053,0.012,46
0.008,0.048,0.011,20
-0.027,0.043,0.01,10
-0.024,0.004,0.009,30
-0.021,0.038,0.008,40
-0.019,0.0,0.041,10
-0.052,0.0,0.003,23
-0.012,0.0,-0.031,7
0.023,0.0,-0.028,20
0.02,0.0,0.008,30
0.018,0.034,0.042,13
0.051,-0.003,0.003,17
0.011,-0.002,0.037,23
0.01,-0.037,0.034,12
0.044,-0.033,-0.038,26
0.005,0.004,0.0,19
-0.029,-0.03,0.034,44
0.007,0.007,-0.003,20
0.006,-0.028,-0.003,18
0.006,0.009,-0.002,8
-0.028,-0.026,-0.036,25
-0.026,-0.023,0.001,8
-0.023,0.013,0.001,20
-0.055,-0.022,0.0,17
-0.05,0.014,0.0,34
-0.045,-0.021,-0.033,6
-0.006,0.014,-0.03,21
-0.005,0.013,0.007,21
-0.039,0.012,0.04,11
0.0,0.01,0.002,17
0.0,-0.024,0.002,11
0.033,0.012,0.001,23
0.064,-0.023,0.001,6
0.058,0.013,0.001,21
0.052,-0.022,0.001,19
0.047,0.014,0.035,10
0.042,-0.021,0.032,20
0.038,-0.019,-0.005,12
0.034,-0.017,0.029,22
0.031,-0.015,-0.007,9
-0.006,-0.014,-0.007,38
-0.005,-0.012,0.028,41
-0.005,-0.011,-0.043,30
-0.004,0.024,-0.004,18
-0.038,0.021,0.03,32
-0.069,0.054,0.027,18
-0.027,0.048,0.024,10
-0.025,0.078,-0.012,20
-0.022,0.07,0.023,22
-0.054,0.063,-0.013,10
-0.014,0.022,-0.012,19
0.021,-0.014,-0.045,29
0.053,-0.047,-0.04,10
0.048,-0.076,-0.036,24
0.043,-0.103,-0.033,16
0.038,-0.127,0.004,13
0.0,-0.149,0.038,21
0.035,-0.1,0.0,9
0.031,-0.055,0.034,36
0.028,-0.015,0.065,10
0.025,0.02,0.059,20
0.022,0.052,0.018,11
-0.013,0.047,-0.017,50
-0.012,0.077,-0.015,23
-0.011,0.069,-0.048,11
-0.044,0.097,-0.043,10
-0.04,0.052,-0.004,16
-0.07,0.047,-0.038,22
-0.029,0.077,0.0,12
0.008,0.069,0.0,20
0.007,0.028,0.068,10
0.006,-0.009,0.061,26
0.04,-0.042,0.02,11
0.07,-0.038,-0.015,10
0.063,-0.034,0.02,29
0.057,-0.065,0.052,24
0.051,-0.093,0.013,16
0.046,-0.049,0.011,10
0.041,-0.079,-0.023,21
0.003,-0.071,0.013,9
0.002,-0.029,-0.022,21
-0.031,-0.026,0.013,33
-0.028,0.01,-0.021,18
-0.025,0.043,-0.054,11
-0.057,0.073,-0.014,29
-0.051,0.032,-0.047,52
-0.046,0.063,-0.008,18
-0.007,0.057,-0.041,12
-0.006,0.016,0.031,20
-0.006,-0.019,-0.006,26
0.028,-0.017,-0.005,21
0.026,-0.05,-0.005,11
0.023,-0.01,0.029,21
0.055,-0.009,0.026,7
0.015,-0.008,0.024,21
0.048,-0.007,0.021,29
0.009,0.027,0.019,30
-0.026,0.024,-0.016,32
-0.023,0.022,0.019,50
0.013,-0.014,0.017,28
0.011,0.021,-0.018,21
-0.023,-0.015,-0.016,19
-0.021,-0.048,-0.015,33
-0.019,-0.043,0.02,38
-0.017,-0.004,0.018,19
0.018,-0.004,0.016,34
0.016,0.03,0.015,20
-0.019,0.027,0.013,28
0.017,0.024,-0.022,12
0.049,0.056,-0.019,16
0.044,0.051,0.016,23
0.005,0.046,0.014,11
0.005,0.007,-0.021,16
0.004,-0.028,-0.053,10
0.004,-0.025,-0.013,30
-0.03,-0.022,0.022,20
-0.027,-0.054,0.019,23
-0.024,-0.083,-0.016,10
0.012,-0.041,-0.014,29
-0.023,-0.036,0.021,28
-0.021,0.001,-0.015,24
0.015,0.035,-0.013,10
-0.02,0.066,-0.012,16
-0.018,0.059,0.023,20
-0.051,0.053,0.02,11
0.022,0.013,-0.05,33
0.055,0.012,-0.079,16
0.049,0.011,-0.002,20
0.01,0.01,0.066,10
0.009,-0.025,0.094,22
-0.026,-0.022,0.084,9
0.01,0.013,-0.027,21
0.044,0.047,-0.024,20
0.005,0.042,0.012,31
-0.029,0.003,0.045,10
-0.026,0.003,0.006,17
0.01,0.002,0.006,12
0.009,-0.031,0.005,22
-0.026,-0.063,0.004,16
0.011,-0.125,-0.098,25
0.009,-0.113,-0.054,15
-0.025,-0.032,0.054,33
0.011,0.004,0.048,17
0.044,0.038,0.043,30
0.04,0.034,0.005,20
0.036,0.065,0.004,10
0.032,0.059,0.038,21
-0.005,0.053,0.0,13
-0.004,0.013,-0.034,40
-0.038,0.012,-0.065,10
-0.034,0.011,-0.024,16
-0.031,-0.024,-0.021,12
0.006,-0.022,-0.019,19
-0.028,-0.019,-0.017,19
-0.025,-0.052,0.018,13
0.011,-0.047,-0.017,17
0.044,-0.042,0.018,20
0.074,-0.038,0.016,11
0.067,0.0,0.049,20
0.025,0.0,0.044,9
-0.011,-0.034,0.04,24
-0.01,-0.03,0.001,10
0.025,0.041,-0.033,16
0.022,0.036,0.004,30
-0.013,0.033,0.004,12
-0.012,0.064,-0.03,22
-0.011,0.057,0.006,26
-0.01,0.017,-0.028,22
-0.009,-0.018,-0.025,12
-0.008,0.017,0.011,18
-0.041,0.016,0.044,12
-0.072,-0.02,0.074,18
-0.064,-0.052,-0.001,12
-0.023,-0.081,-0.07,16
0.012,-0.039,-0.132,20
0.011,0.0,-0.015,10
-0.058,0.0,0.054,23
-0.052,-0.035,0.049,19
-0.012,-0.031,-0.058,11
0.022,0.006,-0.087,17
0.02,0.039,-0.078,23
0.018,0.035,-0.001,11
-0.017,0.032,0.067,10
-0.016,0.029,0.129,18
-0.014,0.026,0.047,12
0.055,0.023,-0.026,20
0.084,0.055,-0.023,21
0.11,0.05,0.047,8
0.065,0.01,0.077,19
0.058,-0.024,0.035,9
0.052,-0.022,-0.037,23
0.013,-0.02,-0.033,29
0.011,-0.052,-0.03,29
0.01,-0.012,-0.027,20
0.009,0.022,-0.024,14
-0.025,0.02,0.046,15
-0.023,0.018,0.076,11
-0.055,-0.052,0.0,21
-0.015,-0.047,-0.068,19
0.02,-0.007,-0.096,10
0.018,0.096,-0.017,21
-0.052,0.086,0.087,8
-0.081,0.043,0.147,22
-0.073,-0.029,-0.005,20
-0.031,-0.026,-0.108,8
0.04,-0.024,-0.131,22
0.002,0.012,-0.015,8
-0.067,0.011,0.055,21
-0.06,-0.058,0.049,10
-0.054,-0.087,0.01,20
-0.014,-0.078,-0.025,18
0.021,-0.07,-0.022,10
0.053,-0.063,0.014,20
0.048,-0.022,0.012,11
0.043,-0.02,-0.023,20
0.039,-0.018,0.048,11
0.069,0.017,0.043,21
0.028,0.05,0.039,20
-0.008,0.045,0.0,8
0.026,0.04,0.0,22
0.023,0.036,-0.033,8
0.021,0.067,0.003,33
-0.015,0.06,0.003,17
-0.013,0.054,0.037,20
0.022,0.014,0.033,10
0.019,-0.021,-0.003,20
0.017,-0.018,-0.038,29
-0.018,-0.017,-0.034,24
-0.016,-0.049,0.003,9
-0.014,-0.01,0.003,49
-0.013,-0.043,0.002,31
-0.012,-0.039,-0.031,21
0.023,-0.001,0.005,7
0.021,0.033,0.005,20
0.019,0.03,-0.029,22
-0.017,0.027,0.007,8
-0.015,-0.01,0.006,31
0.02,-0.009,0.006,31
0.018,-0.008,-0.028,19
0.016,-0.007,0.008,29
0.014,0.027,-0.026,92
0.013,-0.009,0.01,20
-0.022,-0.008,0.009,21
0.014,-0.007,-0.026,28
0.012,-0.006,0.01,9
0.011,-0.006,0.044,32
0.01,-0.005,0.005,19
0.009,-0.039,0.004,31
0.008,-0.001,0.004,19
-0.026,0.0,0.003,10
-0.024,0.0,-0.03,21
-0.021,0.0,0.006,50
-0.019,0.0,-0.028,9
-0.052,0.0,0.008,21
-0.012,0.033,-0.026,9
-0.011,-0.003,-0.023,51
-0.01,0.03,0.012,20
0.025,-0.006,0.011,8
0.022,-0.005,-0.023,51
0.055,-0.005,0.012,20
0.015,-0.039,0.011,10
0.048,-0.035,-0.024,20
0.043,-0.031,0.012,10
0.038,0.005,0.011,21
0.035,0.005,0.044,19
0.031,0.004,0.074,10
0.028,0.004,0.032,21
0.025,0.038,-0.004,9
-0.011,0.034,-0.004,21
-0.01,0.031,-0.038,8
-0.043,0.027,-0.034,22
-0.073,0.025,-0.031,20
-0.1,-0.011,-0.027,8
-0.125,-0.01,-0.059,22
-0.112,0.024,-0.053,31
-0.101,0.022,0.02,7
-0.091,-0.014,-0.015,21
-0.047,-0.012,-0.014,21
0.025,0.022,-0.047,8
0.057,0.02,-0.008,21
0.052,0.018,0.027,10
0.081,-0.017,0.058,21
0.107,-0.05,0.018,19
0.096,-0.079,0.016,31
0.087,-0.037,-0.019,9
0.112,-0.033,-0.017,21
0.101,0.004,0.018,8
0.022,-0.065,0.016,31
0.02,-0.024,0.015,41
-0.016,0.012,0.013,8
-0.049,0.011,0.012,22
-0.044,0.01,-0.023,8
-0.074,-0.025,-0.021,21
-0.066,0.011,-0.018,20
-0.094,0.01,-0.051,10
-0.119,0.009,-0.046,30
-0.107,0.043,-0.076,20
-0.062,0.038,-0.034,20
-0.09,0.034,-0.03,10
-0.081,0.031,0.006,19
-0.038,-0.006,-0.028,32
-0.035,0.028,-0.025,8
0.002,0.025,-0.057,39
0.002,0.023,-0.017,10
0.002,0.021,0.018,30
0.002,-0.015,-0.017,23
0.036,-0.013,0.018,29
-0.001,-0.012,0.016,10
-0.036,-0.011,-0.019,51
-0.032,0.024,-0.017,30
-0.029,-0.012,-0.015,19
-0.06,0.023,-0.014,31
-0.02,0.02,-0.047,20
-0.052,0.018,-0.007,30
-0.047,0.016,0.027,30
-0.042,0.015,-0.009,20
-0.072,0.013,-0.008,30
-0.031,0.046,-0.007,8
-0.062,0.007,-0.007,21
-0.09,0.006,-0.006,10
-0.047,0.006,-0.04,21
-0.042,0.005,-0.001,19
-0.038,0.004,-0.036,9
-0.034,0.004,0.001,132
0.003,0.004,0.001,30
0.003,0.038,0.001,78
0.002,0.0,0.001,11
0.002,0.034,0.001,19
0.002,-0.003,-0.033,21
-0.032,-0.003,0.004,41
-0.029,-0.037,0.004,29
-0.026,0.0,0.003,21
0.01,-0.033,0.003,19
0.009,0.004,-0.031,10
0.008,-0.03,-0.028,21
0.007,-0.027,0.008,8
0.007,0.009,0.008,42
0.006,-0.025,0.007,8
0.04,-0.023,0.006,22
0.036,-0.02,-0.028,8
0.067,-0.018,0.008,21
0.06,0.017,0.007,10
0.054,0.015,0.041,21
0.048,0.014,0.002,19
0.009,-0.021,0.002,10
-0.025,0.014,0.002,31
-0.023,-0.021,0.002,50
0.013,-0.018,0.001,50
-0.022,-0.017,0.001,8
0.014,-0.015,0.001,42
0.012,-0.013,-0.033,8
0.011,-0.012,0.004,31
0.01,-0.011,-0.03,80
0.043,-0.01,0.007,21
0.039,-0.009,0.041,9
0.001,-0.008,0.002,21
0.035,-0.041,0.002,30
0.031,-0.003,0.001,18
0.028,-0.002,0.036,10
0.025,-0.002,-0.001,21
0.023,-0.002,0.032,10
0.02,-0.002,-0.004,20
0.018,-0.036,-0.004,21
-0.017,-0.032,-0.004,30
0.018,0.005,-0.003,8
-0.017,-0.029,-0.003,21
-0.015,0.007,-0.002,10
-0.014,0.006,-0.037,120
-0.012,0.006,0.001,11
-0.011,-0.028,0.0,59
-0.01,0.008,-0.033,20
-0.009,-0.026,0.004,21
0.026,-0.024,0.003,30
0.023,0.012,0.003,29
0.021,0.045,0.003,30
0.018,0.041,0.037,20
-0.017,0.037,0.0,10
-0.05,0.033,0.0,51
-0.114,-0.004,0.033,30
-0.102,-0.003,-0.004,19
-0.092,-0.003,-0.038,10
-0.083,-0.037,-0.034,21
-0.04,-0.033,0.003,8
-0.001,-0.064,0.003,32
0.032,-0.024,0.002,19
0.064,-0.021,0.002,21
0.092,0.015,0.036,8
0.082,0.013,0.067,21
0.109,0.012,0.06,10
0.098,0.01,0.02,20
0.088,0.044,0.018,11
0.079,0.005,0.016,50
0.071,0.004,-0.019,20
0.064,0.004,0.016,30
0.023,0.003,0.015,19
0.021,-0.03,0.013,40
-0.015,-0.027,-0.022,31
-0.013,0.009,-0.02,19
-0.012,0.008,0.016,30
