X,Y,Z,t
-0.008,-0.073,0.018,20
-0.076,-0.169,0.085,10
-0.206,-0.256,0.077,20
-0.289,-0.23,-0.033,20
-0.26,-0.104,-0.099,10
-0.165,-0.162,-0.158,21
-0.183,-0.111,-0.177,10
-0.165,0.002,-0.159,20
0.023,0.002,-0.039,10
0.055,-0.101,0.032,19
-0.053,-0.194,-0.039,21
-0.151,-0.209,-0.069,9
-0.136,-0.223,-0.097,21
-0.053,-0.097,-0.225,9
0.089,0.084,-0.133,21
0.149,0.11,0.086,19
-0.003,-0.072,0.043,10
-0.071,-0.237,-0.064,20
-0.03,-0.317,0.217,11
0.041,-0.285,0.609,19
0.003,-0.153,0.548,10
-0.066,0.0,0.183,20
-0.093,-0.034,-0.145,20
-0.084,0.003,-0.199,10
-0.11,0.14,0.165,21
-0.065,-0.045,0.286,9
-0.093,-0.11,0.154,22
-0.152,0.038,0.242,8
-0.275,-0.068,0.149,21
-0.247,-0.165,0.03,19
-0.257,-0.045,-0.041,10
-0.059,0.062,-0.174,20
0.084,0.194,-0.157,10
0.144,0.174,-0.072,21
0.199,-0.049,0.21,19
0.11,-0.216,0.051,10
0.065,-0.16,-0.229,20
0.299,0.062,-0.103,11
0.649,0.262,0.079,20
0.791,0.408,-0.169,10
0.711,0.471,-0.463,19
0.778,0.458,-0.313,20
0.735,0.447,0.028,10
0.765,0.264,0.163,21
0.619,0.307,-0.232,9
0.385,0.483,-0.691,20
0.381,0.572,-0.794,11
0.515,0.688,-0.405,19
0.463,0.791,-0.192,20
0.417,0.746,-0.138,10
0.237,0.43,-0.09,20
-0.13,0.18,-0.253,10
-0.358,0.128,-0.538,21
-0.46,0.15,-0.691,19
-0.656,0.272,-0.725,10
-0.797,0.107,-0.515,20
-0.683,-0.178,-0.394,11
-0.683,-0.264,-0.458,19
-0.787,-0.169,-0.137,10
-0.812,-0.186,0.324,20
-0.765,-0.409,0.464,20
-0.723,-0.402,-0.098,10
-0.616,-0.259,-0.399,21
-0.417,-0.095,-0.118,10
-0.203,0.017,0.273,19
-0.251,-0.053,0.556,10
-0.226,-0.082,0.983,21
0.071,-0.039,1.195,19
-0.073,0.067,1.041,10
-0.617,0.371,0.695,21
-0.934,0.472,0.453,9
-0.669,0.287,1.097,21
-0.153,-0.258,2.125,20
0.137,-0.646,2.395,9
0.054,-0.788,1.604,21
-0.33,-0.675,0.616,10
-0.503,-0.745,0.279,19
-0.522,-0.774,0.354,10
-0.366,-0.973,0.491,20
-0.33,-1.186,0.476,20
-0.469,-1.308,0.394,10
-0.594,-1.281,0.424,21
-0.569,-1.222,0.243,10
-0.547,-0.927,-0.125,19
-0.458,-0.662,-0.836,11
-0.412,-0.492,-1.442,20
-0.509,-0.374,-1.505,19
-0.561,0.042,-1.285,10
-0.298,0.003,-1.019,21
0.145,-0.203,-0.917,9
0.337,-0.148,-0.86,20
0.338,-0.444,-0.808,10
0.407,-0.779,-1.106,20
0.263,-0.563,-0.892,20
0.168,-0.334,-0.527,11
0.151,-0.37,-0.371,19
0.446,-0.712,-0.713,10
0.574,-0.503,-1.262,20
0.999,-0.039,-1.895,20
1.382,1.343,-1.705,10
1.554,1.933,-0.5,21
2.191,1.843,0.928,10
1.834,1.142,1.318,19
-0.175,0.096,1.393,10
-0.227,0.018,-1.021,21
-1.169,-0.604,-1.022,19
-0.708,-0.612,-0.403,10
-0.775,0.069,-1.018,20
-0.973,0.786,-1.226,20
-0.496,0.5,0.516,11
0.483,-0.445,0.809,9
0.78,0.15,0.556,20
0.667,0.376,-0.533,20
0.428,-0.384,-0.445,11
-0.097,0.136,0.081,19
0.05,0.881,0.004,10
0.355,0.861,0.141,20
0.595,0.362,0.644,20
1.019,1.118,1.028,10
0.641,1.213,1.304,20
0.129,-0.183,2.036,10
0.357,-0.268,2.418,20
0.597,0.551,2.452,11
0.882,0.117,2.138,19
0.483,-0.515,2.407,20
-0.357,-0.049,2.373,10
-0.494,-0.01,1.687,21
-0.203,-0.664,1.829,9
-0.148,-1.149,2.404,24
0.107,-1.276,2.129,6
0.234,-1.906,1.882,21
-0.34,-2.026,2.314,20
-0.892,-2.341,2.634,10
-1.113,-2.451,2.233,19
-1.243,-2.516,1.079,11
-1.153,-2.403,-0.028,19
-0.693,-1.473,-0.749,11
-0.382,-1.187,-1.295,19
-0.103,-1.551,-1.2,20
-0.161,-1.224,-1.218,11
-0.421,-0.619,-1.785,19
-0.62,-0.109,-1.917,10
-0.834,0.177,-2.208,21
-1.13,0.09,-2.642,19
-0.982,0.254,-3.102,10
-0.574,-0.219,-2.998,20
-0.723,-0.921,-2.802,10
-0.582,-2.311,-2.625,21
0.165,0.298,-2.294,9
0.424,4.164,-3.03,20
0.623,1.748,-2.278,20
0.526,1.021,-1.706,11
0.612,1.781,-1.707,20
0.619,1.224,-1.537,10
0.178,0.998,-0.659,19
-0.149,2.001,0.096,11
-0.031,2.318,0.155,19
-0.372,1.845,0.346,14
-0.473,1.04,0.518,17
-0.598,0.143,0.984,19
-0.779,-0.629,1.747,11
-0.977,0.64,1.538,20
-1.328,0.507,2.143,19
-1.609,0.628,2.859,11
-2.034,0.945,3.401,20
-1.555,1.229,2.785,9
-0.882,1.589,2.023,21
-1.207,1.189,1.649,9
-0.569,0.966,1.518,20
-0.547,0.801,1.297,20
-1.216,0.41,2.064,10
-0.888,0.783,3.133,20
-0.316,0.119,1.613,10
-2.077,-0.168,-0.616,20
-2.076,-1.703,-1.864,10
-1.731,-1.636,-0.954,20
-0.489,-0.369,-4.272,31
1.248,1.494,-5.43,21
-1.599,1.896,-1.371,9
-0.75,0.776,-0.647,19
1.876,0.767,-2.582,20
2.722,1.518,-4.496,11
2.071,0.09,-3.357,19
1.864,0.564,-2.918,10
3.505,1.025,-4.177,20
3.12,-0.146,-3.897,10
2.221,-1.407,-3.266,21
1.654,0.733,-2.56,20
1.765,-0.098,-2.994,9
3.622,-0.123,-5.211,20
3.743,0.819,-3.001,10
4.61,1.841,-0.563,21
4.976,2.725,-0.713,9
4.513,1.798,-0.228,20
3.441,2.342,-0.447,30
2.476,3.418,1.183,20
2.815,2.904,0.34,11
2.395,2.475,0.617,29
1.707,2.4,1.382,10
1.881,2.126,0.761,11
1.969,0.81,-0.417,20
0.496,0.487,-1.099,9
-2.276,-0.043,-1.506,21
-2.772,1.615,-1.39,9
-3.15,1.971,-0.906,21
-3.111,1.36,0.356,20
-3.42,0.327,0.596,10
-3.699,-0.566,-0.428,20
-3.949,-1.578,-1.42,10
-4.313,-1.662,-1.312,20
-5.364,-1.668,-1.043,14
-4.241,-1.605,-0.353,26
-4.128,-1.099,-2.386,10
-2.818,-1.437,-3.078,11
-2.812,-1.225,-1.736,19
-3.462,-0.999,-0.528,10
-3.323,-0.658,-0.234,20
-2.852,0.235,-0.107,10
-2.291,1.901,0.041,20
-2.476,4.02,0.761,20
-1.987,4.653,1.753,9
-1.374,5.325,1.819,21
-0.134,6.758,2.672,10
-0.293,7.668,2.956,20
-0.436,7.728,2.522,20
4.054,8.128,-2.487,10
2.408,7.108,-9.581,30
-2.176,3.156,-6.624,20
-3.51,1.255,0.588,11
-0.814,0.681,3.736,19
2.162,-0.524,0.845,20
2.256,-2.333,1.588,17
2.03,-3.203,3.498,13
2.448,-3.676,4.355,10
0.859,-4.446,4.23,21
-0.054,-4.415,1.531,9
-0.703,-1.043,-1.517,20
-1.564,-2.076,-0.228,21
-2.166,0.234,-2.204,9
-3.053,3.313,-9.19,20
-1.747,1.154,-7.374,10
-0.021,0.211,-6.016,20
-0.571,0.811,-4.415,10
0.313,-0.131,-2.249,19
2.212,-2.497,-0.3,20
2.612,-3.212,-0.822,10
3.212,-2.305,-1.085,20
3.098,-1.695,-0.769,11
2.581,-3.008,0.169,19
1.496,-5.362,-0.916,21
1.38,-6.205,-1.928,11
1.38,-4.964,-2.217,19
1.242,-3.192,-2.582,10
1.014,-1.769,-2.255,21
1.12,-0.386,-3.167,9
1.87,1.307,-4.264,20
2.683,3.038,-4.147,21
2.173,4.906,-1.112,9
2.231,8.415,-0.036,20
2.491,8.159,-4.445,10
3.104,5.171,-8.103,20
0.07,4.723,-5.017,10
-1.35,6.388,4.964,20
-4.973,0.371,5.019,20
-3.303,-4.078,1.139,10
-4.145,-2.326,-1.801,21
-3.696,-2.645,1.86,10
-2.913,-5.138,4.018,20
-2.104,-4.728,2.927,9
-0.825,-3.738,4.117,21
-1.501,-4.329,3.257,20
-1.523,-5.827,2.311,9
-1.819,-10.071,2.079,21
-0.982,-7.719,1.871,9
2.494,-4.913,2.891,21
3.451,-2.388,3.188,9
3.278,-1.321,2.697,20
2.709,1.085,4.564,21
1.059,2.425,2.867,9
3.263,9.836,3.89,20
5.971,11.541,6.914,10
0.443,8.457,5.947,21
-0.565,-3.248,-2.404,19
-2.405,-5.302,-13.299,10
-5.715,-2.531,-14.348,21
1.268,-0.968,0.359,10
5.175,2.093,4.771,20
6.691,5.642,5.948,10
9.711,7.353,1.768,20
6.602,5.376,-4.545,20
-3.021,4.977,-9.227,10
-3.27,4.996,-5.374,20
-0.047,2.91,0.368,10
3.232,1.206,2.366,20
2.047,3.499,0.509,9
-0.26,1.287,-1.541,20
0.799,0.227,-1.628,21
0.202,2.618,-1.086,9
-2.61,5.011,1.228,20
-4.279,6.027,2.174,10
-4.782,5.424,1.267,21
-5.821,4.847,-0.272,19
-7.342,2.121,-1.727,10
-6.194,-2.848,-0.313,21
-4.161,-4.218,1.613,10
0.909,-4.003,2.348,20
4.093,-1.672,1.389,9
3.821,-4.194,4.974,21
0.336,-8.601,4.649,20
-2.696,-10.361,1.736,9
-2.15,-11.083,1.287,21
-1.073,-10.837,-0.082,9
-1.242,-10.443,-0.453,21
-1.049,-9.674,-1.166,9
0.228,-8.431,-1.843,20
1.342,-5.312,-4.348,21
5.483,0.562,-12.808,9
8.52,8.401,-17.388,20
3.324,12.456,-11.995,10
0.406,11.211,-6.796,21
-3.529,7.435,-1.462,19
-5.004,-4.513,-1.143,10
-9.778,-11.232,7.9,21
-9.731,-1.421,4.524,10
-5.069,9.718,1.175,20
-5.079,6.85,10.746,9
-5.261,0.614,8.602,21
0.263,-1.101,8.432,20
0.927,1.939,9.278,10
-0.096,3.606,4.764,20
2.257,1.074,1.53,9
4.307,0.449,0.308,21
3.635,5.127,0.553,9
5.202,5.683,1.118,20
9.026,1.564,-3.061,21
8.192,-2.556,-5.341,9
3.373,-4.611,-4.013,20
-0.238,-4.08,-0.302,10
-3.317,-3.776,3.037,21
-4.882,-3.881,2.905,10
-6.014,-2.321,-0.901,20
-8.963,1.737,-9.188,20
-0.724,2.219,-4.891,10
5.312,-2.277,2.837,20
4.609,-4.256,3.76,9
4.355,-0.934,1.143,21
5.505,5.674,-1.659,20
8.195,9.416,-2.7,9
7.065,4.682,-1.982,21
1.67,3.214,-3.266,9
0.262,4.582,-3.043,20
2.511,6.158,2.673,10
2.57,3.784,2.854,20
1.141,-0.317,-0.188,23
-1.455,-0.044,-2.342,7
-2.516,2.304,0.098,20
-4.677,5.59,2.812,10
-7.692,5.479,2.841,20
-8.681,4.931,0.316,13
-8.158,4.093,-1.577,17
-7.48,-0.935,-0.867,20
-4.525,-6.599,0.908,11
0.857,-5.594,2.541,19
4.15,-2.828,2.459,10
5.803,0.177,1.903,21
4.671,-2.632,4.746,19
0.584,-8.023,5.616,10
-1.783,-9.496,4.4,21
-1.846,-12.167,3.408,9
-0.731,-12.536,0.861,21
-1.002,-11.834,-0.328,9
-1.73,-10.65,-1.226,20
-0.97,-8.482,-2.068,20
0.574,-5.462,-4.723,10
3.067,0.772,-14.387,20
4.519,9.659,-17.809,10
-1.931,12.692,-13.649,20
-2.427,11.423,-2.734,10
-1.598,1.351,-0.53,21
-3.438,-8.747,-1.167,20
-2.025,-6.976,4.534,10
-1.409,4.719,10.459,20
-5.647,7.005,9.999,12
-10.874,2.374,1.242,18
-4.822,-0.448,3.359,19
2.072,-0.851,11.125,10
1.072,1.439,7.944,21
0.172,2.709,3.46,9
1.878,1.473,0.77,22
3.104,4.635,0.727,12
4.483,9.412,1.378,16
9.137,7.505,-2.999,21
9.016,0.79,-3.975,9
5.046,-3.218,-3.75,20
0.887,-3.482,-1.892,10
-2.338,-3.548,0.709,21
-3.794,-4.606,-1.119,10
-5.931,-3.491,-3.075,20
-8.165,-1.521,-2.975,20
-4.108,-0.817,-2.263,10
3.473,0.47,-2.52,20
5.815,-1.679,0.248,9
6.13,-2.028,1.706,21
6.241,1.656,1.466,20
8.168,7.455,0.32,10
8.799,8.261,-1.228,20
2.437,3.47,-2.933,9
-1.736,2.881,-5.018,21
1.264,4.076,-3.137,9
3.861,5.633,3.76,20
2.268,4.139,2.109,21
0.145,0.657,-0.583,9
-0.972,0.798,0.129,20
-2.15,3.407,1.667,10
-4.59,5.755,2.742,21
-7.027,5.214,1.744,10
-7.634,4.693,0.018,20
-7.801,3.741,-0.742,20
-6.539,-2.286,-0.15,10
-1.023,-7.574,2.553,19
1.491,-1.852,2.401,10
3.238,-2.184,0.161,21
2.845,-1.655,2.317,10
3.94,-5.523,7.774,20
-0.832,-9.66,6.893,20
-2.817,-13.831,2.308,10
-0.984,-13.792,-0.059,20
-0.575,-12.585,-0.571,9
-1.69,-10.637,-1.341,20
-1.624,-8.608,-2.517,21
-2.358,-5.127,-4.161,9
-1.053,-0.167,-8.434,20
2.912,8.123,-16.485,10
-0.619,12.586,-16.63,20
4.338,11.327,-8.623,11
4.111,5.437,-0.417,20
0.08,-2.587,-6.512,20
0.761,0.36,3.24,10
1.685,3.909,14.259,20
-10.446,8.103,14.522,9
-13.642,-2.049,-7.063,21
-8.072,-6.567,-1.53,9
-0.093,-5.911,15.515,21
0.019,0.127,13.412,20
-0.534,2.976,6.313,10
0.725,2.023,1.751,20
3.066,1.338,0.163,9
2.415,5.445,0.939,20
4.862,6.038,3.19,21
8.375,5.089,2.319,9
10.399,2.753,-5.152,20
8.084,-2.003,-4.912,10
3.345,-4.526,-3.559,21
-0.195,-4.177,-0.997,10
-2.244,-3.691,0.791,20
-4.261,-2.597,0.471,20
-6.075,-0.924,-3.299,10
-4.882,0.029,-7.106,20
2.053,-2.007,-0.948,9
4.088,-1.22,2.318,21
5.127,1.108,2.293,10
6.407,3.72,0.305,20
7.49,5.9,-1.345,20
3.845,4.689,-2.624,9
0.116,4.323,-3.741,21
1.001,4.201,0.701,9
1.763,6.091,3.423,20
0.759,4.93,-0.917,21
-2.005,0.714,-3.894,9
-2.218,1.573,-2.712,20
-3.479,4.346,-0.579,10
-6.096,5.429,3.029,21
-8.451,4.955,2.209,10
-10.468,4.459,-2.665,20
-10.076,2.462,-2.571,20
-6.862,-4.472,0.685,10
-2.452,-5.955,3.305,19
2.136,-5.567,4.836,10
7.749,-2.217,4.18,21
8.181,-2.616,3.245,9
3.432,-7.285,3.851,21
-1.151,-10.9,2.88,21
-0.036,-11.051,2.109,8
1.243,-10.808,0.623,20
0.67,-11.072,-0.335,11
0.465,-10.792,-0.612,19
1.66,-9.333,-1.481,21
1.839,-6.504,-4.505,9
3.413,0.041,-15.259,20
4.52,7.139,-17.319,10
-1.861,12.907,-12.587,20
-5.571,11.616,-4.847,19
-7.324,7.662,1.463,12
-5.764,-2.378,0.455,20
-7.566,-5.312,0.858,11
-2.259,3.01,3.978,19
-1.068,7.26,6.2,9
-2.512,-0.257,13.372,21
-5.019,-4.472,2.588,9
0.205,-3.128,8.259,21
0.771,1.321,10.605,20
-0.271,3.533,6.269,9
0.962,3.8,2.298,20
2.831,5.006,1.068,10
3.444,7.746,1.789,20
5.927,4.662,1.817,21
8.954,1.093,-4.328,9
8.128,-1.705,-5.826,20
4.522,-3.706,-4.899,10
1.519,-4.646,-2.547,21
-1.184,-4.871,1.499,11
-2.375,-4.487,1.073,18
-3.758,-3.314,1.311,20
-5.52,-0.259,-5.094,12
-1.589,2.489,-7.032,12
3.223,0.241,-0.399,18
3.418,-1.61,2.088,18
3.283,-1.035,1.913,20
3.955,2.653,1.377,10
6.765,6.732,0.171,21
8.468,5.473,0.153,9
3.518,2.202,-1.412,23
-3.142,3.429,-5.477,7
-1.173,4.638,-1.309,20
2.46,5.829,5.061,11
0.525,4.729,0.383,20
-2.733,0.774,-3.654,19
-2.46,-0.199,-1.84,10
-2.938,2.199,1.791,21
-4.988,4.668,3.508,10
-7.351,5.477,1.536,20
-8.098,4.929,-3.064,20
-7.116,3.884,-3.826,10
-5.956,-1.502,-0.547,20
-0.913,-5.592,1.609,9
4.28,-3.861,3.207,22
7.851,-0.2,2.679,8
7.135,0.337,2.825,21
5.318,-4.488,6.3,20
0.235,-10.487,6.429,9
-2.27,-12.23,4.579,21
-2.353,-13.593,2.432,9
-1.98,-13.647,-0.017,20
-1.713,-11.696,-0.601,10
-1.128,-9.941,-0.851,21
0.053,-7.809,-1.628,19
1.289,-5.27,-4.189,10
3.918,0.566,-12.941,20
5.974,8.956,-17.99,12
-0.277,13.094,-13.364,18
-1.007,11.784,-4.546,21
-3.527,5.434,0.01,10
-6.346,-4.934,-2.783,20
-7.401,-5.371,7.01,9
-6.247,1.957,5.24,22
-5.932,7.76,-2.006,8
-3.512,2.33,12.054,21
-2.195,-3.177,5.849,20
2.092,-2.032,10.056,9
1.503,2.376,10.981,20
0.215,4.138,4.953,11
2.228,2.725,1.906,19
3.108,3.486,0.647,20
2.659,8.102,1.099,11
4.496,7.361,1.438,19
5.874,2.281,-0.498,10
6.321,-1.842,-5.309,21
3.275,-3.382,-4.709,10
0.052,-3.457,-2.928,20
-1.849,-4.111,-0.739,20
-2.664,-4.838,-0.838,10
-3.604,-2.492,-1.064,20
-4.105,-1.76,-2.061,9
-0.592,-0.757,-5.13,21
4.396,-0.578,-2.859,9
5.646,-2.588,2.115,21
5.15,-1.95,2.559,20
4.222,1.933,0.993,9
4.558,6.428,0.169,21
4.998,7.199,-0.571,9
1.603,3.204,-2.306,20
-2.625,3.297,-5.248,10
-0.018,4.863,-1.482,21
4.085,7.17,5.733,19
1.919,6.142,-0.114,10
-3.168,0.529,-4.55,21
-1.058,0.235,-1.751,10
-0.987,2.728,2.181,20
-3.922,4.282,3.48,9
-6.633,5.337,1.65,21
-8.383,4.803,-2.135,20
-8.51,4.081,-1.99,9
-6.728,-1.36,-0.067,21
-0.332,-7.153,2.318,9
3.251,-3.99,3.396,21
5.133,0.235,1.608,20
5.688,0.004,1.137,9
4.43,-4.167,6.85,21
-1.011,-10.197,7.716,9
-1.669,-12.28,3.566,20
-0.709,-12.19,1.968,10
-0.362,-12.384,0.047,21
-0.429,-11.767,-0.784,19
-0.455,-10.693,-1.464,10
0.313,-9.038,-2.455,21
0.868,-5.583,-4.968,11
3.505,-0.37,-13.366,19
2.603,7.492,-17.856,10
-3.207,13.259,-13.174,20
-0.99,11.933,-1.721,19
-2.477,6.602,1.691,10
-6.091,1.012,-3.855,21
-4.792,4.014,-0.022,10
-3.072,3.509,5.599,20
-4.73,2.986,8.038,20
-3.119,-6.345,8.993,9
-4.255,-7.089,3.094,21
0.652,-4.002,12.232,9
0.173,1.879,10.56,20
-0.809,4.794,5.263,10
0.822,4.729,1.634,21
2.223,7.083,0.816,19
3.0,8.822,1.734,10
5.044,5.182,0.767,21
8.574,0.009,-4.618,10
7.613,-2.335,-4.673,20
3.852,-2.895,-3.516,9
0.26,-3.881,-2.165,21
-1.351,-4.079,-0.224,20
-2.284,-3.912,0.314,9
-3.469,-2.659,0.421,21
-2.364,-2.29,-2.103,9
-1.059,-0.509,-7.167,21
2.322,1.058,-2.83,20
3.572,-0.702,2.658,10
3.111,-2.045,2.978,20
3.386,-0.255,1.508,9
4.427,3.459,0.633,20
5.811,5.733,-0.946,10
2.954,4.574,-2.541,20
-1.339,3.737,-3.666,20
-2.446,4.915,-3.61,10
1.21,5.147,1.129,20
3.916,4.563,3.257,11
0.904,3.728,-1.033,19
-1.978,0.907,-4.205,20
-1.263,0.196,-2.37,11
-1.653,2.003,2.106,19
-3.626,4.01,2.999,10
-6.262,5.539,2.561,21
-8.015,5.02,0.029,9
-7.627,4.207,-2.662,22
-5.727,-0.143,-1.603,18
-2.465,-5.3,0.522,10
0.297,-4.908,2.09,19
7.06,-3.176,3.157,10
7.112,0.416,2.048,20
7.297,-1.934,4.015,12
2.775,-6.119,6.716,19
-2.225,-10.231,3.528,20
-2.313,-11.242,3.141,9
-1.288,-11.807,1.172,21
-1.608,-11.316,0.434,10
-1.964,-9.874,-0.402,19
-1.423,-8.404,-1.396,12
0.201,-7.218,-3.049,19
0.595,-5.497,-5.226,20
2.5,-0.086,-10.944,10
2.319,9.989,-17.4,20
-1.842,12.782,-14.35,9
1.444,11.47,-3.675,23
0.093,4.737,-1.859,19
-3.018,0.437,-5.535,9
-3.475,4.806,2.568,20
-3.748,2.36,7.483,10
-7.372,-2.391,8.596,20
-5.67,-6.565,5.116,10
-4.206,-5.943,2.605,20
0.006,-3.177,13.17,20
0.212,1.519,11.37,10
-1.463,5.849,6.131,20
-0.869,5.712,3.587,11
1.355,6.106,1.677,19
1.874,7.84,1.716,20
4.928,4.539,0.544,11
8.848,0.913,-5.68,19
8.825,-1.453,-4.354,10
5.426,-1.687,-3.16,21
2.021,-3.242,-2.43,9
-0.214,-3.573,-2.291,20
-2.192,-2.146,-0.407,21
-2.938,-1.621,2.219,9
-1.265,-2.769,2.859,20
-1.035,-2.148,-1.46,10
-1.759,-0.243,-6.382,20
-0.307,1.297,-4.468,10
2.722,-0.211,0.287,20
4.897,-1.396,1.81,20
6.166,0.052,2.319,10
6.928,3.736,1.432,20
5.718,5.259,0.392,11
-0.852,3.388,-2.163,19
-5.007,3.98,-4.429,20
-3.403,5.306,-1.676,11
3.211,4.327,3.421,19
3.166,4.653,1.941,10
-1.494,4.187,-3.734,21
-2.137,0.183,-4.533,9
-1.131,0.096,-0.735,20
-1.914,2.327,2.164,21
-4.067,4.301,2.879,9
-6.384,5.422,2.35,20
-7.848,4.88,-1.229,10
-7.615,3.013,-3.243,20
-5.543,-2.08,-0.781,10
-1.576,-5.871,1.123,20
2.752,-4.939,2.735,20
7.855,-2.204,3.978,10
8.242,-0.122,2.96,20
7.556,-2.316,3.112,11
0.87,-7.532,5.559,19
-2.388,-10.537,4.037,10
-2.149,-10.896,3.116,21
-0.969,-10.669,1.357,19
-1.285,-10.395,0.29,10
-1.881,-9.459,-0.772,21
-1.003,-7.789,-1.902,9
0.544,-5.906,-3.194,20
1.214,-4.488,-6.046,21
2.713,0.476,-14.474,9
0.821,10.427,-17.337,20
-4.328,12.521,-11.638,10
0.275,11.097,-1.89,20
0.006,1.23,-1.632,10
-2.614,-2.064,-5.743,20
-0.663,1.693,3.208,20
-1.458,0.765,8.127,10
-9.38,1.136,8.211,20
-7.201,-3.045,4.046,11
-4.447,-4.498,1.09,19
1.376,-3.773,12.358,10
1.341,0.982,11.95,21
-0.757,5.194,6.548,19
-0.302,6.088,3.273,10
1.865,6.651,1.705,21
2.471,8.158,1.776,9
5.603,5.653,0.357,20
8.628,2.053,-4.677,21
7.869,-0.909,-4.209,9
3.875,-2.68,-3.616,25
1.143,-3.618,-2.599,5
-1.004,-4.187,-1.133,20
-1.904,-2.907,-0.916,10
-2.885,-2.513,1.416,20
-2.39,-3.709,3.481,20
-1.323,-2.511,0.788,10
-1.846,-0.053,-6.082,20
-0.282,1.744,-5.818,11
2.469,0.777,-0.203,19
3.877,-0.783,2.713,10
5.316,-0.704,3.062,21
5.508,2.123,2.204,19
5.027,4.255,0.087,10
2.248,3.968,-1.817,23
-0.768,4.536,-3.497,7
-1.45,5.462,-3.388,21
2.142,4.295,0.397,9
3.514,3.314,1.84,20
1.025,4.672,-1.549,20
-2.318,2.205,-3.773,10
-2.362,0.571,-3.051,20
-1.781,1.755,1.907,10
-3.395,3.855,2.475,21
-5.504,4.848,2.986,10
-7.677,5.156,0.929,20
-8.392,4.641,-2.817,20
-7.035,1.625,-2.363,10
-4.435,-3.673,0.251,20
1.765,-5.271,1.95,9
2.243,-3.951,2.03,21
7.225,-1.453,4.068,20
7.95,-1.859,4.558,10
5.949,-4.5,4.757,21
-0.748,-9.394,4.316,8
-1.88,-10.385,2.54,21
-0.968,-10.415,2.251,9
-1.078,-10.718,0.957,20
-1.211,-10.336,-0.172,21
-1.469,-9.509,-1.051,9
-0.081,-8.076,-2.187,21
1.271,-6.337,-3.485,9
1.213,-2.704,-8.687,20
3.505,5.84,-18.265,12
-1.465,13.289,-16.266,18
-0.801,11.96,-6.986,13
-0.997,9.592,-1.012,18
-6.517,4.978,-4.221,19
-5.693,9.307,-5.35,11
1.564,-0.311,4.527,20
-4.349,-12.622,14.314,18
-6.362,-11.808,10.159,11
-2.106,-6.87,-2.337,21
1.828,-1.907,13.1,9
-1.078,3.04,15.893,20
-3.556,8.942,5.271,10
-2.855,10.53,-1.772,20
2.015,5.995,0.99,13
4.02,2.672,1.891,17
5.203,3.508,1.874,20
6.166,3.053,0.342,10
7.755,0.852,-2.69,20
6.187,-0.887,-2.904,11
2.81,-2.005,-2.372,19
1.426,-3.115,-2.204,20
-0.164,-3.562,-2.328,11
-1.94,-2.826,-0.544,20
-2.677,-2.544,1.578,9
-1.961,-2.841,1.351,21
-1.661,-1.971,-1.817,20
-0.875,0.846,-5.807,12
1.384,2.45,-3.847,18
3.038,0.516,1.329,9
4.01,-0.741,2.679,21
4.574,0.056,2.376,9
5.254,2.877,0.863,20
5.212,5.072,-1.67,21
0.726,3.703,-1.986,9
-2.587,3.574,-2.649,21
-2.535,5.147,-2.315,9
1.131,5.494,2.053,21
3.052,3.669,2.261,10
